reaction name	ECN	has match in metaCyc	contains atom mapping	left mets	right mets	missingMets
NAD nucleosidase,extracellular	3.2.2.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+SRNWOUGRCWSEMX-TYASJMOZSA-N+DFPAKSUCGFBDDF-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	
NAD synthase (glutamine-hydrolysing)		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+WHUUTDBJXJRKMK-VKHMYHEASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N+SENPVEZBRZQVST-HISDBWNOSA-O	
NAD(P) dependent steroid dehydrogenase-like  EC:1.1.1.170	1.1.1.170	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+DBPZYKHQDWKORQ-MWEYQPRESA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M	
NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1  Protein assembly		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+16139	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+CKLJMWTZIZZHCS-REOHCLBHSA-N+DCXYFEDJOCDNAF-REOHCLBHSA-N+QNAYBMKLOCPYGJ-REOHCLBHSA-N+XUJNEKJLAYXESH-REOHCLBHSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+MTCFGRXMJLQNBG-REOHCLBHSA-N+AYFVYJQAPQTCCC-GBXIJSLDSA-N+KDXKERNSBIXSRK-YFKPBYRVSA-N+ODKSFYDXXFIFQN-BYPYZUCNSA-N+FFEARJCKVFRZRR-BYPYZUCNSA-N+HNDVDQJCIGZPNO-YFKPBYRVSA-N+OUYCCCASQSFEME-QMMMGPOBSA-N+AGPKZVBTJJNPAG-WHFBIAKZSA-N+ROHFNLRQFUQHCH-YFKPBYRVSA-N+COLNVLDHVKWLRT-QMMMGPOBSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N+KZSNJWFQEVHDMF-BYPYZUCNSA-N	
NADH:cob(III)alamine oxidoreductase		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QDYKIIMTNDYRAM-FSANSEACSA-M	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+YOZNUFWCRFCGIH-UVKKECPRSA-L	
NADH:ferricytochrome-b5 oxidoreductase Aminosugars metabolism EC:1.6.2.2	1.6.2.2	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+C00999	BAWFJGJZGIEFAR-NNYOXOHSSA-M+18097	
NADH:guanosine-5-phosphate oxidoreductase(deaminating) Purine metabolism EC:1.7.1.7	1.7.1.7	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RQFCJASXJCIDSX-UUOKFMHZSA-N	QGZKDVFQNNGYKY-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+GRSZFWQUAKGDAV-KQYNXXCUSA-N	
NADP nucleosidase	3.2.2.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+DFPAKSUCGFBDDF-UHFFFAOYSA-N+OCOLIMYIUOUURJ-TYASJMOZSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	
NADP nucleosidase,extracellular	3.2.2.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+OCOLIMYIUOUURJ-TYASJMOZSA-N+DFPAKSUCGFBDDF-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	
NADPH:6,7-dihydropteridine oxidoreductase Folate biosynthesis EC:1.5.1.34	1.5.1.34	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+FNKQXYHWGSIFBK-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ZHQJVZLJDXWFFX-UHFFFAOYSA-N	
NADPH:CoA-glutathione oxidoreductase EC:1.8.1.9	1.8.1.9	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LEVWYRKDKASIDU-IMJSIDKUSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+XUJNEKJLAYXESH-REOHCLBHSA-N	
NADPH:oxidized-thioredoxin oxidoreductase Pyrimidine metabolism EC:1.8.1.9	1.8.1.9	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+18191	XJLXINKUBYWONI-NNYOXOHSSA-K+15967	
NICRNS		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+JOUIQRNQJGXQDC-ZYUZMQFOSA-L	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+PUEDDPCUCPRQNY-ZYUZMQFOSA-O	
NMN synthetase		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+DAYLJWODMCOQEW-TURQNECASA-M	GPRLSGONYQIRFK-FTGQXOHASA-N+PQGCEDQWHSBAJP-TXICZTDVSA-N+DFPAKSUCGFBDDF-UHFFFAOYSA-N	
Nad(p)h biliverdin reductase	1.3.1.24	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+BPYKTIZUTYGOLE-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+QBUVFDKTZJNUPP-UHFFFAOYSA-N	
Nalpha-(beta-alanyl)-L-histidine hydrolase IR	3.4.13.3	False	False	UCMIRNVEIXFBKS-UHFFFAOYSA-N+HNDVDQJCIGZPNO-YFKPBYRVSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+CQOVPNPJLQNMDC-ZETCQYMHSA-N	
Nicotinamide N-methyltransferase	2.1.1.1	True	True	LDHMAVIPBRSVRG-UHFFFAOYSA-O+ZJUKTBDSGOFHSH-WFMPWKQPSA-N	MEFKEPWMEQBLKI-AIRLBKTGSA-O+DFPAKSUCGFBDDF-UHFFFAOYSA-N	
Nicotinamide-D-ribonucleotide amidohydrolase Nicotinate and nicotinamide metabolism EC:3.5.1.42	3.5.1.42	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+JOUIQRNQJGXQDC-ZYUZMQFOSA-L	XLYOFNOQVPJJNP-UHFFFAOYSA-N+DAYLJWODMCOQEW-TURQNECASA-M	
Nicotinate D-ribonucleotide phosphohydrolase	3.1.3.5	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+PUEDDPCUCPRQNY-ZYUZMQFOSA-O	XLYOFNOQVPJJNP-UHFFFAOYSA-N+JOUIQRNQJGXQDC-ZYUZMQFOSA-L	
Nicotinate D-ribonucleotide:pyrophosphate phosphoribosyltransferase Nicotinate and nicotinamide metabolism EC:2.4.2.11	2.4.2.11	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+PQGCEDQWHSBAJP-TXICZTDVSA-N+PVNIIMVLHYAWGP-UHFFFAOYSA-N	XPPKVPWEQAFLFU-UHFFFAOYSA-N+JOUIQRNQJGXQDC-ZYUZMQFOSA-L	
Nitric Oxide Synthase (NO forming)	1.14.13.39	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RHGKLRLOHDJJDR-BYPYZUCNSA-N+MWUXSHHQAYIFBG-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+FQWRAVYMZULPNK-UHFFFAOYSA-N	
Nitric Oxide Synthase (intermediate forming)	1.14.13.39	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+FQWRAVYMZULPNK-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ODKSFYDXXFIFQN-BYPYZUCNSA-N	
Norepinephrine Sulfotransferase	2.8.2.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+WHTCPDAXWFLDIH-KQYNXXCUSA-N+CVJMZWLHUCMEKO-ZETCQYMHSA-N	GACDQMDRPRGCTN-KQYNXXCUSA-N+SFLSHLFXELFNJZ-UHFFFAOYSA-N	
Nucleoside triphosphate pyrophosphorylase (ditp)	3.6.1.19	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+PHNGFPPXDJJADG-RRKCRQDMSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+UFJPAQSLHAGEBL-RRKCRQDMSA-N	
Nucleoside triphosphate pyrophosphorylase (itp)	3.6.1.19	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+GRSZFWQUAKGDAV-KQYNXXCUSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+HAEJPQIATWHALX-KQYNXXCUSA-N	
Nucleoside triphosphate pyrophosphorylase (xtp)	3.6.1.19	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+DCTLYFZHFGENCW-UUOKFMHZSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+CAEFEWVYEZABLA-UUOKFMHZSA-N	
Nucleoside-diphosphate kinase (ATP:dADP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+SUYVUBYJARFZHO-RRKCRQDMSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DAEAPNUQQAICNR-RRKCRQDMSA-N	
Nucleoside-diphosphate kinase (ATP:dGDP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+HAAZLUGHYHWQIW-KVQBGUIXSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+CIKGWCTVFSRMJU-KVQBGUIXSA-N	
Nucleoside-diphosphate kinase (ATP:dUDP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+AHCYMLUZIRLXAA-SHYZEUOFSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+QHWZTVCCBMIIKE-SHYZEUOFSA-N	
Octanoyl-CoA:L-carnitine O-octanoyltransferase EC:2.3.1.137	2.3.1.137	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+CXTATJFJDMJMIY-ZDUSSCGKSA-N	KQMZYOXOBSXMII-UHFFFAOYSA-N+PHIQHXFUZVPYII-ZCFIWIBFSA-N	
Octanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16	2.3.1.16	True	True	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+AZCVXMAPLHSIKY-HSJNEKGZSA-N	ZSLZBFCDCINBPY-ZSJPKINUSA-N+KQMZYOXOBSXMII-UHFFFAOYSA-N	
Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85	2.3.1.85	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+C05751	XJLXINKUBYWONI-NNYOXOHSSA-K+7725	
Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85	2.3.1.85	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+18359+C05753	GPRLSGONYQIRFK-FTGQXOHASA-N+58107+7725	
Ornithine Decarboxylase	4.1.1.17	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+KIDHWZJUCRJVML-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+AHLPHDHHMVZTML-BYPYZUCNSA-N	
Oxalosuccinate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42	1.1.1.42	False	False	KPGXRSRHYNQIFN-UHFFFAOYSA-N+CURLTUGMZLYLDI-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+UFSCUAXLTRFIDC-UHFFFAOYSA-N	
PAN4PPe		False	False	NBIIXXVUZAFLBC-UHFFFAOYSA-N+ZNXZGRMVNNHPCA-VIFPVBQESA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+JDMUPRLRUUMCTL-UHFFFAOYSA-N	
PNTEHe		True	True	GHOKWGTUZJEAQD-UHFFFAOYSA-N+UFULAYFCSOUIOV-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZNXZGRMVNNHPCA-VIFPVBQESA-N	
PPD2CSPp		False	False	GEJXSVNGWOSZPC-UHFFFAOYSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N	GWENQMVPLJAMAE-UHFFFAOYSA-N	
PTPATe		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+KDTSHFARGAKYJN-IBOSZNHHSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+JDMUPRLRUUMCTL-UHFFFAOYSA-N	
Palmitate:CoA ligase (AMP-forming) Fatty acid metabolism EC:6.2.1.3	6.2.1.3	True	True	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+MNBKLUUYKPBKDU-BBECNAHFSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+IPCSVZSSVZVIGE-UHFFFAOYSA-N	
Palmitoyl-CoA hydrolase Fatty acid elongation in mitochondria EC:3.1.2.22 EC:3.1.2.2	3.1.2.22	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+JDEPVTUUCBFJIW-IBYUJNRCSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+YZXBAPSDXZZRGB-UHFFFAOYSA-N	
Palmitoyl-CoA:L-carnitine O-palmitoyltransferase Fatty acid metabolism EC:2.3.1.21	2.3.1.21	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	PHIQHXFUZVPYII-ZCFIWIBFSA-N+QBYOCCWNZAOZTL-BBECNAHFSA-N	
Palmitoyl-CoA:oxygen 2-oxidoreductase Fatty acid metabolism EC:1.3.3.6 EC:1.3.99.3	1.3.99.3	False	False	JUPAQFRKPHPXLD-BBECNAHFSA-N+QNTNKSLOFHEFPK-UHFFFAOYSA-N	MNBKLUUYKPBKDU-BBECNAHFSA-N+ACTIUHUUMQJHFO-UHFFFAOYSA-N	
Perillyl aldehyde:NAD+ oxidoreductase	1.2.1.36	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+CDSMSBUVCWHORP-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+RUMOYJJNUMEFDD-UHFFFAOYSA-N	
Perillyl aldehyde:NAD+ oxidoreductase (m)	1.5.1.12	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+CDSMSBUVCWHORP-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+RUMOYJJNUMEFDD-UHFFFAOYSA-N	
Peroxidase (multiple substrates)	1.11.1.7	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+WSFSSNUMVMOOMR-UHFFFAOYSA-N	MHAJPDPJQMAIIY-UHFFFAOYSA-N+OKKJLVBELUTLKV-UHFFFAOYSA-N	
Phenethylamine oxidase	1.4.3.6	False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N+DTUQWGWMVIHBKE-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N+BHHGXPLMPWCGHP-UHFFFAOYSA-N	
Phenylacetaldehyde:NAD+ oxidoreductase Phenylalanine metabolism / Styrene degradation EC:1.2.1.5 EC:1.2.1.39	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+WLJVXDMOQOGPHL-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+DTUQWGWMVIHBKE-UHFFFAOYSA-N	
Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	2.3.1.14	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+JFLIEFSWGNOPJJ-JTQLQIEISA-N	ZDXPYRJPNDTMRX-VKHMYHEASA-N+ZIGIFDRJFZYEEQ-CECATXLMSA-N	
Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	1.13.11.27	True	True	CURLTUGMZLYLDI-UHFFFAOYSA-N+CCVYRRGZDBSHFU-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+BTNMPGBKDVTSJY-UHFFFAOYSA-N	
Phosphatidylglycerol phosphate phosphatase (homo sapiens)	3.1.3.27	False	False	NBIIXXVUZAFLBC-UHFFFAOYSA-N+60523	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
Phosphatidylserine decarboxylase	4.1.1.65	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+16038	GPRLSGONYQIRFK-FTGQXOHASA-N+18303	
Phosphatidylserine synthase homo sapiens	2.7.8.8	False	False	HZAXFHJVJLSVMW-UHFFFAOYSA-N+18303	MTCFGRXMJLQNBG-REOHCLBHSA-N+16038	
Phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	True	True	CURLTUGMZLYLDI-UHFFFAOYSA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N+DTBNBXWJWCWCIK-UHFFFAOYSA-N	XKMLYUALXHKNFT-UUOKFMHZSA-N+KHPXUQMNIQBQEV-UHFFFAOYSA-N	
Phosphoglycolate phosphatase	3.1.3.18	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+AEMRFAOFKBGASW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ASCFNMCAHFUBCO-UHFFFAOYSA-N	
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+KDTSHFARGAKYJN-IBOSZNHHSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+JDMUPRLRUUMCTL-UHFFFAOYSA-N	
Phytanoyl-CoA dioxygenase, peroxisomal	1.14.11.18	True	True	CURLTUGMZLYLDI-UHFFFAOYSA-N+WNVFJMYPVBOLKV-YLNUKALLSA-N+KDYFGRWQOYBRFD-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+KPGXRSRHYNQIFN-UHFFFAOYSA-N+NRJQGHHZMSOUEN-ZJGVPSKGSA-N	
Plasminogen Protein assembly		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+CKLJMWTZIZZHCS-REOHCLBHSA-N+DCXYFEDJOCDNAF-REOHCLBHSA-N+QNAYBMKLOCPYGJ-REOHCLBHSA-N+XUJNEKJLAYXESH-REOHCLBHSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+MTCFGRXMJLQNBG-REOHCLBHSA-N+AYFVYJQAPQTCCC-GBXIJSLDSA-N+KDXKERNSBIXSRK-YFKPBYRVSA-N+ODKSFYDXXFIFQN-BYPYZUCNSA-N+FFEARJCKVFRZRR-BYPYZUCNSA-N+HNDVDQJCIGZPNO-YFKPBYRVSA-N+OUYCCCASQSFEME-QMMMGPOBSA-N+AGPKZVBTJJNPAG-WHFBIAKZSA-N+ROHFNLRQFUQHCH-YFKPBYRVSA-N+QIVBCDIJIAJPQS-VIFPVBQESA-N+COLNVLDHVKWLRT-QMMMGPOBSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N+KZSNJWFQEVHDMF-BYPYZUCNSA-N	
Platelet-activating factor acetylhydrolase	3.1.1.47	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QTBSBXVTEAMEQO-UHFFFAOYSA-N+C04317	XLYOFNOQVPJJNP-UHFFFAOYSA-N+36707	
Presqualene diphosphate:farnesyl-diphosphate farnesyltransferase Biosynthesis of steroids EC:2.5.1.21	2.5.1.21	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+XPPKVPWEQAFLFU-UHFFFAOYSA-N+YYGNTYWPHWGJRM-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ATZKAUGGNMSCCY-DTXPUJKBSA-N	
Previtamin D3 formation		False	False	YUGCAAVRZWBXEQ-CJJWQTMXSA-N	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	
Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase	1.14.11.4	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+KDYFGRWQOYBRFD-UHFFFAOYSA-N+YSMODUONRAFBET-UHNVWZDZSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+KPGXRSRHYNQIFN-UHFFFAOYSA-N+C03020	
Proline dehydrogenase	1.5.99.8	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N+DWAKNKKXGALPNW-UHFFFAOYSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N	
Proline dehydrogenase (m)	1.5.99.8	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N+DWAKNKKXGALPNW-UHFFFAOYSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N	
Propane-1,2-diol:NAD+ 1-oxidoreductase	1.1.1.21	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+DNIAPMSPPWPWGF-GSVOUGTGSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+BSABBBMNWQWLLU-GSVOUGTGSA-N	
Propane-1,2-diol:NADP+ 1-oxidoreductase	1.1.1.21	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+DNIAPMSPPWPWGF-GSVOUGTGSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+BSABBBMNWQWLLU-GSVOUGTGSA-N	
Propanoate:CoA ligase (AMP-forming) Propanoate metabolism EC:6.2.1.1 EC:6.2.1.17		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+XBDQKXXYIPTUBI-UHFFFAOYSA-N	
Propanoyl-CoA:(acceptor) 2,3-oxidoreductase beta-Alanine metabolism EC:1.3.3.6 EC:1.3.99.3	1.3.99.3	False	False	QNTNKSLOFHEFPK-UHFFFAOYSA-N+POODSGUMUCVRTR-IEXPHMLFSA-N	QAQREVBBADEHPA-UXYNFSPESA-N+ACTIUHUUMQJHFO-UHFFFAOYSA-N	
Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial	1.3.99.3	False	False	YPZRHBJKEMOYQH-UYBVJOGSSA-N+POODSGUMUCVRTR-IEXPHMLFSA-N	QAQREVBBADEHPA-UXYNFSPESA-N+VWWQXMAJTJZDQX-UYBVJOGSSA-N	
Propanoyl-CoA:acetyl-CoA C-acyltransferase Bile acid biosynthesis EC:2.3.1.16	2.3.1.16	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+SBYLHTNKEWSLBA-UVNMPUASSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+IIWDDMINEZBCTG-RUAADODMSA-N+QAQREVBBADEHPA-UXYNFSPESA-N	
Propenoyl-CoA hydrolase (m)	4.2.1.17	True	True	BERBFZCUSMQABM-IEXPHMLFSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+POODSGUMUCVRTR-IEXPHMLFSA-N	
Propenoyl-CoA hydrolase (x)	4.2.1.17	True	True	BERBFZCUSMQABM-IEXPHMLFSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+POODSGUMUCVRTR-IEXPHMLFSA-N	
Propinol adenylate:CoA ligase (AMP-forming) Propanoate metabolism EC:6.2.1.17	6.2.1.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QAQREVBBADEHPA-UXYNFSPESA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	
Propinol adenylate:CoA ligase (AMP-forming) Propanoate metabolism EC:6.2.1.17 EC:6.2.1.1	6.2.1.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+QAQREVBBADEHPA-UXYNFSPESA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	
Propionyl-CoA carboxylase, mitochondrial	6.4.1.3	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+MZFOKIKEPGUZEN-IBNUZSNCSA-N	QAQREVBBADEHPA-UXYNFSPESA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+BVKZGUZCCUSVTD-UHFFFAOYSA-M	
Prostaglandin E synthase	5.3.99.3	True	True	XEYBRNLFEZDVAW-DODZYUBVSA-N	YIBNHAJFJUQSRA-BRIYLRKRSA-N	
